robot_id,task_type,task_duration,energy_consumption,position_coordinates,robot_speed,sensor_id,sensor_type,sensor_reading,timestamp,data_size,network_load,network_latency,packet_loss_rate,network_type,slice_id,slice_bandwidth,command_delay,feedback_delay,data_transfer_time,total_delay,signal_strength,latency,resource_allocation,error_rate
R070,Pick-and-Place,147.34030545472024,5.8070707149489165,"(5.866084631754741, 1.6801420774486342, 7.368737449441821)",1.3490767852975516,S7,Temperature,72.87143666560485,2025-01-21 10:09:00,1967,77.8067946512199,8.453692526418049,1.030930822592132,Wi-Fi,Slice2,1768,10.86358993858272,21.88952670372346,19.93533717718339,62.62738142056401,-65.906807423298,15.427168310713906,86.06478152156438,0.42819961492561476
R071,Pick-and-Place,161.43235919580655,4.06328436706233,"(3.4109002447422054, 8.187070571192328, 6.032194102133722)",0.7709498460309625,S7,Temperature,72.3825810696696,2025-01-21 10:10:00,1255,86.13224593814292,13.93626092283435,2.005939570194913,5G,Slice3,1893,10.32494458747906,11.388476854921867,20.38119581816541,47.43268007852741,-45.98930476532915,8.505681228656496,88.10017871906766,0.8800790875614583
R072,Assembly,155.2184703544832,4.923316756616048,"(4.5685864488036865, 1.903248628190678, 0.5233887578650831)",0.816324065834456,S6,Temperature,99.86441472112772,2025-01-21 10:11:00,2006,81.63014030709296,5.902135139011778,2.8114840793895493,5G,Slice1,1086,16.322567299112716,13.409558763478351,18.18955706010408,55.03512868967609,-45.34580668296739,5.018550196391142,84.51279662529882,0.9812363743443039
R073,Pick-and-Place,189.80489472712338,4.938568327421814,"(3.993159158093081, 1.5241601333041743, 9.924835021583752)",1.4197010647167247,S1,Temperature,90.14675330839111,2025-01-21 10:12:00,1619,85.589642200069,6.336866481740249,3.7763521024840396,5G,Slice1,1583,12.602576477307238,13.186080412379606,11.262180661583002,42.63908269363765,-63.17928099711703,10.125117528453814,85.71364288266481,0.34632176858900354
R074,Welding,137.5323136997327,5.222097242632094,"(3.969815170742834, 4.472025405048356, 6.005943333606173)",0.9672473704661476,S3,Pressure,84.90890448717491,2025-01-21 10:13:00,853,84.16438405428546,10.865641445872615,2.5057649959100488,5G,Slice2,1477,17.261745627367873,17.6124658695316,27.55948640890139,71.77398135633813,-45.822237996471365,16.85045654460592,84.57018708647061,0.08091928305125218
R075,Welding,63.20513549665684,4.615164598672124,"(2.2361443449631127, 9.573228878945873, 5.730414289308493)",1.4260038145238805,S2,Temperature,84.38063320413555,2025-01-21 10:14:00,1824,93.06892976283486,12.305928782284038,3.031264688754887,6G,Slice2,1180,9.762971718151055,29.055950552025887,26.504015348311363,73.6544720476635,-66.34714266624175,12.173510345721084,87.59161332270126,0.2325513583653801
R076,Welding,136.93413502530237,7.863288644612879,"(4.32497878330132, 3.1181613308525957, 5.061418628402441)",0.8834628574962011,S6,Temperature,70.53063428839772,2025-01-21 10:15:00,1665,86.25502730995383,7.280372796929722,0.3067481355533408,Wi-Fi,Slice2,1577,8.176330259982176,19.692031740377296,25.08507088687726,61.050921644274666,-61.079348552894835,11.455057662633818,82.55997137824997,0.07462981433708171
R077,Assembly,97.15423728634724,4.711065551404992,"(6.9161805556931935, 6.18051674287186, 6.3318962601346405)",0.651784065331275,S5,Motion,76.62407889356918,2025-01-21 10:16:00,1756,85.59739590729096,12.905621958674775,2.130416919451857,Wi-Fi,Slice1,1567,7.919337677311476,17.35518701754579,18.282595050578543,52.694809223270184,-47.99156858315794,16.539573404620096,80.16546896642971,0.4161539981797615
R078,Pick-and-Place,118.60128702735093,7.161350943440592,"(5.821482297799722, 6.809748272382445, 1.8969484817467719)",1.0808430123084938,S5,Pressure,77.23604372798624,2025-01-21 10:17:00,1748,74.9714069443824,5.969250197661292,0.21316604643516368,5G,Slice3,1296,13.219392334605395,19.08754669119922,26.88714165479232,64.68449358451815,-55.35276588934666,7.250729970409764,84.8701389033509,0.7373570773877997
R079,Pick-and-Place,112.6243599204077,5.577905114280141,"(4.594467684059866, 7.850165438370569, 8.920846889402345)",1.4508681551543212,S1,Temperature,98.28493424239785,2025-01-21 10:18:00,1665,80.9400781013848,8.820059330690768,4.204357897129613,6G,Slice4,1031,11.922161969371013,22.74402953616561,23.187078444115656,67.32885865318497,-50.89990953498378,14.209003771400926,80.99978060841035,0.5184080219452041
R080,Pick-and-Place,74.79708718687837,7.953101084000526,"(4.432730874436182, 0.47830820394105467, 0.38021848237454914)",1.2208279832300226,S1,Temperature,94.06391674382763,2025-01-21 10:19:00,2018,70.30271188087218,19.347520974492202,3.687541797295035,6G,Slice3,1165,19.87382613305411,29.414999153413405,28.846307793463858,87.05434646376973,-59.35475919229329,11.181963953941574,88.24424065578387,0.8305344564048399
R081,Assembly,62.932294544327796,4.328686669905709,"(9.678600348450304, 2.9544477747742026, 7.692231478381336)",1.0871299257396903,S2,Motion,76.17061786586666,2025-01-21 10:20:00,1917,76.51783249799792,6.038814594287899,4.799132590379645,Wi-Fi,Slice2,1566,19.527331663915756,25.97428383309149,15.856440734019294,71.2579078778208,-51.943552310910334,13.736339873108697,91.22109769144298,0.8117697880901376
R082,Assembly,77.933404491268,5.353070023977994,"(9.280836403260498, 2.2461561184385195, 3.7216702383751334)",0.8752845712386157,S9,Pressure,98.29227513234123,2025-01-21 10:21:00,925,93.20793832121443,15.139734133795331,2.4802391933994326,5G,Slice4,921,17.23920408452926,27.22739992726872,26.930286773805562,80.99152345380132,-62.43276939479915,16.325628931194174,86.9080924591121,0.8419985528900615
R083,Assembly,168.70264250996144,6.6246473507242865,"(1.7742876946970687, 5.450269188969383, 9.846697395245082)",1.4311268731468307,S2,Pressure,73.95186320363686,2025-01-21 10:22:00,974,72.29677219275112,19.476946131904946,2.441970650324698,Wi-Fi,Slice4,1867,15.99202317149376,20.844744109836967,21.806953809175457,66.18552382508757,-61.07354646043538,13.475329892885242,90.33327953075135,0.8733229158608077
R084,Pick-and-Place,182.79938181159656,5.735202049019087,"(1.608481739577462, 5.58042325148967, 8.117522168657098)",1.215883267664223,S3,Temperature,78.33706291746603,2025-01-21 10:23:00,2018,80.0373578965322,17.00106453048739,1.0201781731444943,6G,Slice1,1101,14.239781753902685,13.760494692308322,17.107691373714786,54.02692674235278,-53.3732045760395,5.078444203143691,91.41486140042142,0.03531135494023907
R085,Welding,61.54442599674521,6.998181937875553,"(7.586763901110048, 6.783788228551418, 7.562646578914526)",1.3261674086463797,S6,Motion,99.89003012881741,2025-01-21 10:24:00,643,79.63439707618404,14.650477698676765,3.9019988807363726,6G,Slice3,1977,10.872885472667441,18.252436816972477,23.912362929936137,58.05377653759745,-51.412319876204776,10.332395156620361,91.91295996915626,0.09299063982313216
R086,Pick-and-Place,182.3967458854333,6.040438849995301,"(7.234047656122863, 1.0413735792028744, 2.2543875546369385)",1.1732377850765445,S8,Pressure,84.59792986731259,2025-01-21 10:25:00,1105,85.05364110131202,5.3439921690206305,1.6105400211459275,Wi-Fi,Slice2,1010,5.878263938659688,16.684766373921214,25.69793954222935,56.79937452851483,-46.34155105982781,12.75903584662414,86.60298496933235,0.14745252670628395
R087,Pick-and-Place,162.97078490825527,4.943430396574748,"(3.7142200187304573, 0.6254222689736844, 8.01366915819519)",1.2432473763688079,S9,Pressure,89.27695598605575,2025-01-21 10:26:00,912,85.93883161175575,12.442495761698293,0.8912623345232079,Wi-Fi,Slice2,877,16.208293816130563,24.799727733712235,29.006255058611835,76.02895844632913,-53.03350105235679,19.694700725508252,82.47941166455261,0.700251959444521
R088,Assembly,176.43758611460828,5.09228323989125,"(5.180787662388155, 2.9872557358877305, 9.406792451153406)",0.6852264347523511,S3,Temperature,95.25800700375426,2025-01-21 10:27:00,560,80.87950998138392,19.060299413237967,3.530095038320123,6G,Slice4,1437,15.919089604606478,19.929223047105996,18.737014052303593,63.23286784727805,-47.03461303026671,7.383622515040304,89.15337724216462,0.13535408227768553
R089,Pick-and-Place,189.16722813229055,5.888241736787993,"(0.1340262643216561, 2.82745689578762, 0.4459490837296154)",0.4399163848748524,S7,Motion,78.26837016036836,2025-01-21 10:28:00,781,76.23865499623766,9.079245891929464,3.7969913120898187,6G,Slice1,1004,9.0220853014327,13.127636088068959,27.06179246807301,54.44401678977499,-51.40901679401753,13.429892712002102,85.18880671252542,0.315189521097359
R090,Pick-and-Place,108.62806567623798,7.59933338274909,"(0.218233967754895, 6.637896861755891, 9.633944342135504)",1.0161850018080263,S7,Temperature,71.56773637858072,2025-01-21 10:29:00,1003,89.69282538819272,14.366381697075921,2.472405656475465,5G,Slice2,1954,15.877335913266721,13.82381402929578,16.76526210664697,53.00990576607544,-41.58892036783831,19.51034266682413,82.74523166352091,0.022035160297504186
R091,Welding,91.54437019317291,5.003866645361192,"(8.506160578411379, 5.612227882825249, 5.233909113743664)",0.5262457590561392,S2,Pressure,86.27637410186269,2025-01-21 10:30:00,934,87.69587743074422,13.15307326013969,0.4086267287338913,6G,Slice2,1641,7.486618102449136,28.913962940005646,26.99950742961324,71.74520015871356,-56.13113316998178,11.176483123767628,89.76460200726432,0.5454318694069055
R092,Pick-and-Place,131.75037082784644,7.225614468931358,"(4.59239877596958, 0.5195657755426841, 7.862781993840331)",0.6215001603495719,S7,Temperature,74.94119060296887,2025-01-21 10:31:00,894,88.96062544672778,16.31161520474246,0.08972839284245915,5G,Slice3,1427,18.058676375690105,14.775924227630785,19.02478688361976,61.78433576764503,-46.83962571070029,5.407511318383397,80.97806886890739,0.46393137681233276
R093,Welding,114.70197118590585,7.193376752897313,"(3.7193266791686486, 4.516968192316827, 3.973813904853165)",0.5027487691728252,S5,Motion,75.86827819133545,2025-01-21 10:32:00,779,83.08324077986853,9.307069371268632,3.9642720951691968,5G,Slice1,1895,16.96871239423841,17.9194094532491,28.301801368140865,70.85506755185908,-65.26135531493956,15.438486772532038,91.89892025657382,0.31676167706752667
R094,Pick-and-Place,110.83410312876146,7.588745363858475,"(1.6885420667768614, 5.070511038654411, 5.9811262936901795)",0.4367219619650194,S8,Temperature,91.97905704102499,2025-01-21 10:33:00,1199,73.80260708055683,11.604851275525235,3.07649012534901,6G,Slice3,1343,6.764659822389878,24.794606641710814,16.393336648810894,57.89468305997197,-55.43923050520338,6.836508475384115,90.87778322041086,0.32301119838621384
R095,Assembly,197.16954409963307,6.624536072082323,"(1.2982644895171758, 6.868609976750291, 0.9303048646002721)",0.4323005750126316,S4,Pressure,76.29258843051043,2025-01-21 10:34:00,1533,88.28741225850905,7.811179161463733,4.290885265785819,6G,Slice2,1445,15.653641979349672,16.287002263674967,19.42335797865629,60.47218671023329,-56.222044084803585,10.366973979881628,87.4131867087545,0.8282492524372184
R096,Assembly,84.32662303900413,6.848056081323123,"(8.259782127080818, 1.0063747852353333, 2.3987411275594472)",0.5561691887370933,S9,Motion,83.51052936716238,2025-01-21 10:35:00,1849,85.34443547039248,11.53258181597239,2.886248653843065,5G,Slice1,1419,12.069307510972468,29.58209876030309,22.682842765914735,69.9655727450128,-49.71467313773698,9.876560231475484,90.29490795029146,0.06964114816240574
R097,Pick-and-Place,83.39848160597097,6.621129638766632,"(9.917426171678388, 0.7267087161001629, 0.7707801195146069)",0.7744181019333425,S9,Motion,79.15932030090194,2025-01-21 10:36:00,1726,71.71263516567448,16.447329368883338,2.0415317137972555,6G,Slice4,1259,8.491447206519332,26.147920606799026,11.181877801565065,55.31548255578466,-50.47694357323758,18.113400862075274,80.00282599334872,0.1690810703559925
R098,Assembly,122.58777613289956,5.841433084807705,"(8.645636095226699, 5.466482201877884, 3.8040054897040965)",1.4744803613617252,S4,Temperature,71.26074025514215,2025-01-21 10:37:00,1367,70.6793754022711,19.49365116060197,0.6372697971143448,5G,Slice3,1746,17.390585774998577,23.986307502524074,26.789218190015337,78.07510493384112,-51.359665082394116,13.387772102439897,89.42357165694922,0.532675886761555
R099,Pick-and-Place,182.1855375392579,4.450321561647748,"(7.036859774607958, 5.406984766449103, 0.9653447019544081)",0.6660832110847229,S1,Temperature,94.73604424261097,2025-01-21 10:38:00,1332,77.43094519271543,9.49878667260477,3.715965993658017,Wi-Fi,Slice4,1787,17.783958115867723,23.35609366452813,21.864431402147687,72.46599567324179,-64.44009461413857,6.184537432862429,83.59265254864307,0.7945782787001903
R100,Assembly,120.08556307548997,5.071106701953337,"(7.891608465887314, 5.73349345635218, 6.588250701400705)",0.6775379748233472,S5,Motion,84.65123886948817,2025-01-21 10:39:00,1524,72.3464321205839,18.644402291548886,3.346001314690392,5G,Slice2,1527,19.337367255811284,10.502839165545454,23.889009122614176,59.140250862529825,-42.67970261694582,11.966498543383143,82.06285662225523,0.3408156997898466
R101,Welding,83.8814676179926,7.792433280685769,"(4.452461122847882, 7.888022639053595, 6.396055611776818)",1.1440689985722314,S4,Pressure,93.60251005463311,2025-01-21 10:40:00,1090,86.30560648863681,19.25796578879305,3.0032553327417792,Wi-Fi,Slice1,1910,11.104578644513959,27.829600312470134,10.058420652427241,54.19142943435418,-51.877849687863424,18.610702470692704,83.58284990602891,0.469641774680709
R102,Welding,106.38858099442712,5.92816423244833,"(1.9609771273839294, 6.107800710757683, 2.806832155159743)",0.6276918362822694,S6,Temperature,70.22992097947676,2025-01-21 10:41:00,1725,90.83292678682531,17.65886918917586,1.424540107654804,Wi-Fi,Slice1,1503,12.690015889346245,15.869776464162433,28.635074388656328,64.17994194835096,-67.38721699612685,14.255997741767018,81.70757590214902,0.3452231428016921
R103,Pick-and-Place,140.46913759701812,4.118672892258959,"(6.754202075470892, 0.4485356802356866, 4.50597018983134)",1.4223693639204256,S1,Motion,82.33063225796637,2025-01-21 10:42:00,967,86.77357511856269,8.872598812867539,3.373039264581081,5G,Slice1,1401,19.325907672274834,26.42396565100453,10.031302103829457,63.963182278025855,-68.46593855673697,8.864108305005828,80.89287050521658,0.6037954529493877
R104,Assembly,95.93719196340642,6.661168407912221,"(8.003548790234067, 6.6266451305935545, 0.9228479207325724)",1.0559536707464052,S8,Temperature,72.13022993599766,2025-01-21 10:43:00,1913,78.02702742717625,16.247761466546994,2.0633766304169834,5G,Slice1,1001,10.428799862567974,21.87321582417077,10.202623680554868,50.68511959934132,-42.6013915727129,14.188602025172287,93.10547890199517,0.7239730554660938
R105,Pick-and-Place,163.73737503844097,6.119966091705675,"(8.290177325454911, 9.912632267336331, 8.20012629119356)",1.1643706110435552,S3,Motion,84.58001481392809,2025-01-21 10:44:00,1497,92.75336591955336,17.120339448598294,1.0802568250584361,5G,Slice3,1076,15.38739240003838,18.598621547802964,23.45933244788865,63.82225226700709,-60.81059503665362,16.8347773988119,86.69629274602373,0.7983803405183525
R106,Pick-and-Place,123.01727056547051,6.317065415282107,"(7.59351025752613, 0.988736176406354, 8.896520330175663)",0.4135406733176832,S9,Pressure,91.16757587931474,2025-01-21 10:45:00,1190,82.7920346645378,7.48442520542398,3.2287025504780615,5G,Slice4,1632,10.188161911067862,13.089194944466476,10.508955198115018,42.015423985081775,-50.892930476357705,10.109062498719375,81.07567833271476,0.409628894895232
R107,Welding,74.17638804612226,7.38855795877514,"(5.310853448852429, 8.417233617446762, 5.802215187850294)",1.015657289321734,S4,Temperature,74.21658902735082,2025-01-21 10:46:00,1348,75.71216866886927,19.66178176985552,2.6595635326213167,5G,Slice4,1978,8.1329610605861,28.512746600506716,18.283004486564536,61.90588348762192,-60.60381216789478,7.2059277584988255,87.31776795788609,0.1300477825111387
R108,Assembly,76.25945442807358,7.823675315821276,"(3.139667173773528, 8.884036723086812, 6.029428764794615)",1.3093780957156365,S1,Temperature,78.65216313456237,2025-01-21 10:47:00,942,73.789607321747,5.46406467097013,4.85371076838624,6G,Slice4,1892,7.312175647677306,21.074229707160224,20.83409624820008,58.03001066606196,-44.99050114187243,11.60662025468636,84.5349987402724,0.25933489731709447
R109,Pick-and-Place,84.80392953806117,6.029785464478969,"(6.773873215187169, 2.350372148038251, 8.306885105200768)",0.9993104232997055,S1,Motion,74.17590104037086,2025-01-21 10:48:00,994,73.76303729158533,17.25135395179292,1.0365450159377898,5G,Slice1,1922,18.204721432233903,22.468119163188803,21.387547223645655,70.16369021819128,-63.960636765327,10.92706614896478,80.59189299336349,0.47554603748682667
R110,Assembly,91.88496305444934,7.8561153886620545,"(9.09454610937242, 7.221432354559059, 5.333866287653626)",1.3569660756124535,S5,Pressure,93.71529382824656,2025-01-21 10:49:00,987,71.44352629672935,15.211338394407283,2.3339103861559396,6G,Slice4,1682,11.940134075980904,29.619747563253704,19.668148719462934,70.54576797127027,-52.33805433606041,10.629948618794028,84.28675333288805,0.20322309108608727
